ENSEMBL,ENSEMBL_mice
ENSG00000113013,ENSMUSG00000024359
ENSG00000103423,ENSMUSG00000004069
ENSG00000110011,ENSMUSG00000024963
ENSG00000007923,ENSMUSG00000039768
ENSG00000120675,ENSMUSG00000022013
ENSG00000205981,ENSMUSG00000027679
ENSG00000100209,ENSMUSG00000043510
ENSG00000176410,ENSMUSG00000061118
ENSG00000109519,ENSMUSG00000029198
ENSG00000164284,ENSMUSG00000024580
ENSG00000144381,ENSMUSG00000025980
ENSG00000126602,ENSMUSG00000005981
ENSG00000162129,ENSMUSG00000001829
ENSG00000150779,ENSMUSG00000039016
ENSG00000100575,ENSMUSG00000021079
ENSG00000134809,ENSMUSG00000027076
ENSG00000099800,ENSMUSG00000020219
ENSG00000167085,ENSMUSG00000038845
ENSG00000074582,ENSMUSG00000026172
ENSG00000163528,ENSMUSG00000034203
ENSG00000127554,ENSMUSG00000040888
ENSG00000108179,ENSMUSG00000021868
ENSG00000100347,ENSMUSG00000022437
ENSG00000173171,ENSMUSG00000064068
ENSG00000128654,ENSMUSG00000027099
ENSG00000177034,ENSMUSG00000021704
ENSG00000137409,ENSMUSG00000024012
ENSG00000109919,ENSMUSG00000027282
ENSG00000132305,ENSMUSG00000052337
ENSG00000159685,ENSMUSG00000030086
ENSG00000106554,ENSMUSG00000053768
ENSG00000174917,ENSMUSG00000049760
ENSG00000184831,ENSMUSG00000079508
ENSG00000155008,ENSMUSG00000025525
ENSG00000173436,ENSMUSG00000050608
ENSG00000214736,ENSMUSG00000033475
ENSG00000173726,ENSMUSG00000093904
ENSG00000196860,ENSMUSG00000021078
ENSG00000100216,ENSMUSG00000022427
ENSG00000130204,ENSMUSG00000002984
ENSG00000158882,ENSMUSG00000005674
ENSG00000134375,ENSMUSG00000062580
ENSG00000126768,ENSMUSG00000031158
ENSG00000075336,ENSMUSG00000024645
ENSG00000104980,ENSMUSG00000002949
ENSG00000105197,ENSMUSG00000003438
ENSG00000177370,ENSMUSG00000020843
ENSG00000142444,ENSMUSG00000048429
ENSG00000006530,ENSMUSG00000029916
ENSG00000155463,ENSMUSG00000000959
ENSG00000164924,ENSMUSG00000022285
ENSG00000108953,ENSMUSG00000020849
ENSG00000027001,ENSMUSG00000021993
ENSG00000172878,ENSMUSG00000041921
ENSG00000196236,ENSMUSG00000022401
ENSG00000148950,ENSMUSG00000042670
ENSG00000184903,ENSMUSG00000056899
ENSG00000165688,ENSMUSG00000026926
ENSG00000105819,ENSMUSG00000029017
ENSG00000258429,ENSMUSG00000078931
ENSG00000198060,ENSMUSG00000023307
ENSG00000163516,ENSMUSG00000026199
ENSG00000138138,ENSMUSG00000013662
ENSG00000175520,ENSMUSG00000051618
ENSG00000160803,ENSMUSG00000008604
ENSG00000175518,ENSMUSG00000051437
ENSG00000123213,ENSMUSG00000021710
ENSG00000166896,ENSMUSG00000025436
ENSG00000107959,ENSMUSG00000021193
ENSG00000136758,ENSMUSG00000026775
ENSG00000197912,ENSMUSG00000000738
ENSG00000141385,ENSMUSG00000024527
ENSG00000166855,ENSMUSG00000015357
ENSG00000125656,ENSMUSG00000002660
ENSG00000196365,ENSMUSG00000041168
ENSG00000162600,ENSMUSG00000035069
ENSG00000111875,ENSMUSG00000019857
ENSG00000105011,ENSMUSG00000005470
ENSG00000073111,ENSMUSG00000002870
ENSG00000160949,ENSMUSG00000059323
ENSG00000102054,ENSMUSG00000031353
ENSG00000196497,ENSMUSG00000002319
ENSG00000128708,ENSMUSG00000027018
ENSG00000179119,ENSMUSG00000049516
ENSG00000109111,ENSMUSG00000002052
ENSG00000143401,ENSMUSG00000015749
ENSG00000163159,ENSMUSG00000008958
ENSG00000123485,ENSMUSG00000044783
ENSG00000187109,ENSMUSG00000058799
ENSG00000186462,ENSMUSG00000082229
ENSG00000186310,ENSMUSG00000055733
ENSG00000205531,ENSMUSG00000059119
ENSG00000177432,ENSMUSG00000055430
ENSG00000158806,ENSMUSG00000047911
ENSG00000107833,ENSMUSG00000056209
ENSG00000115053,ENSMUSG00000026234
ENSG00000167670,ENSMUSG00000002835
ENSG00000159259,ENSMUSG00000022945
ENSG00000162521,ENSMUSG00000057236
ENSG00000100084,ENSMUSG00000022702
ENSG00000118900,ENSMUSG00000039473
ENSG00000099991,ENSMUSG00000020196
ENSG00000092201,ENSMUSG00000035726
ENSG00000149136,ENSMUSG00000027067
ENSG00000204209,ENSMUSG00000002307
ENSG00000085224,ENSMUSG00000031229
ENSG00000119392,ENSMUSG00000019715
ENSG00000126883,ENSMUSG00000001855
ENSG00000108559,ENSMUSG00000040667
ENSG00000101146,ENSMUSG00000027509
ENSG00000136243,ENSMUSG00000048439
ENSG00000075188,ENSMUSG00000035351
ENSG00000120253,ENSMUSG00000040034
ENSG00000125450,ENSMUSG00000020739
ENSG00000110713,ENSMUSG00000063550
ENSG00000111581,ENSMUSG00000052798
ENSG00000069248,ENSMUSG00000039509
ENSG00000030066,ENSMUSG00000051329
ENSG00000153207,ENSMUSG00000026491
ENSG00000113569,ENSMUSG00000022142
ENSG00000095319,ENSMUSG00000052533
ENSG00000155561,ENSMUSG00000038759
ENSG00000163002,ENSMUSG00000026999
ENSG00000102900,ENSMUSG00000032939
ENSG00000138750,ENSMUSG00000034826
ENSG00000139496,ENSMUSG00000114797
ENSG00000213024,ENSMUSG00000109511
ENSG00000198088,ENSMUSG00000072944
ENSG00000058804,ENSMUSG00000028614
ENSG00000132182,ENSMUSG00000030091
ENSG00000158553,ENSMUSG00000016982
ENSG00000221900,ENSMUSG00000084135
ENSG00000094914,ENSMUSG00000036678
ENSG00000124789,ENSMUSG00000021374
ENSG00000093000,ENSMUSG00000016619
ENSG00000047410,ENSMUSG00000006005
ENSG00000157349,ENSMUSG00000033658
ENSG00000108424,ENSMUSG00000001440
ENSG00000083312,ENSMUSG00000009470
ENSG00000105576,ENSMUSG00000031691
ENSG00000065150,ENSMUSG00000030662
ENSG00000205339,ENSMUSG00000066232
ENSG00000133704,ENSMUSG00000040029
ENSG00000198700,ENSMUSG00000041879
ENSG00000086200,ENSMUSG00000042590
ENSG00000064419,ENSMUSG00000012535
ENSG00000082898,ENSMUSG00000020290
ENSG00000124207,ENSMUSG00000002718
ENSG00000124571,ENSMUSG00000067150
ENSG00000169180,ENSMUSG00000000131
ENSG00000130227,ENSMUSG00000022100
ENSG00000184575,ENSMUSG00000034667
ENSG00000204764,ENSMUSG00000040594
ENSG00000117408,ENSMUSG00000033365
ENSG00000132953,ENSMUSG00000021952
ENSG00000137040,ENSMUSG00000074909
ENSG00000114030,ENSMUSG00000022905
ENSG00000102753,ENSMUSG00000021929
ENSG00000186432,ENSMUSG00000027782
ENSG00000025800,ENSMUSG00000003731
ENSG00000185467,ENSMUSG00000038770
ENSG00000169371,ENSMUSG00000055334
ENSG00000155393,ENSMUSG00000031657
ENSG00000149196,ENSMUSG00000062797
ENSG00000100401,ENSMUSG00000022391
ENSG00000180198,ENSMUSG00000028896
ENSG00000274523,ENSMUSG00000061979
ENSG00000031823,ENSMUSG00000002372
ENSG00000164188,ENSMUSG00000048424
ENSG00000025156,ENSMUSG00000019878
ENSG00000102878,ENSMUSG00000033249
ENSG00000176160,ENSMUSG00000070345
ENSG00000162924,ENSMUSG00000020275
ENSG00000101255,ENSMUSG00000032715
ENSG00000086232,ENSMUSG00000029613
ENSG00000128829,ENSMUSG00000005102
ENSG00000158615,ENSMUSG00000046062
ENSG00000081791,ENSMUSG00000024442
ENSG00000089154,ENSMUSG00000041638
ENSG00000284459,ENSMUSG00000105904
ENSG00000202609,ENSMUSG00000070103
ENSG00000207864,ENSMUSG00000065475
ENSG00000284321,ENSMUSG00000065597
ENSG00000207816,ENSMUSG00000093073
ENSG00000207598,ENSMUSG00000065454
ENSG00000182831,ENSMUSG00000022507
ENSG00000230707,ENSMUSG00000082226
ENSG00000086758,ENSMUSG00000025261
ENSG00000198034,ENSMUSG00000031320
ENSG00000083845,ENSMUSG00000012848
ENSG00000137154,ENSMUSG00000028495
ENSG00000171863,ENSMUSG00000061477
ENSG00000142937,ENSMUSG00000047675
ENSG00000170889,ENSMUSG00000006333
ENSG00000110700,ENSMUSG00000090862
ENSG00000164587,ENSMUSG00000024608
ENSG00000115268,ENSMUSG00000063457
ENSG00000134419,ENSMUSG00000008683
ENSG00000105193,ENSMUSG00000037563
ENSG00000231500,ENSMUSG00000008668
ENSG00000105372,ENSMUSG00000040952
ENSG00000008988,ENSMUSG00000028234
ENSG00000171858,ENSMUSG00000039001
ENSG00000186468,ENSMUSG00000049517
ENSG00000118181,ENSMUSG00000009927
ENSG00000197728,ENSMUSG00000025362
ENSG00000177954,ENSMUSG00000090733
ENSG00000143947,ENSMUSG00000020460
ENSG00000185088,ENSMUSG00000036781
ENSG00000233927,ENSMUSG00000067288
ENSG00000213741,ENSMUSG00000034892
ENSG00000149806,ENSMUSG00000038274
ENSG00000100316,ENSMUSG00000060036
ENSG00000140986,ENSMUSG00000002500
ENSG00000174444,ENSMUSG00000032399
ENSG00000089009,ENSMUSG00000029614
ENSG00000147604,ENSMUSG00000043716
ENSG00000148303,ENSMUSG00000062647
ENSG00000146223,ENSMUSG00000063888
ENSG00000161016,ENSMUSG00000003970
ENSG00000198755,ENSMUSG00000037805
ENSG00000165496,ENSMUSG00000060499
ENSG00000142676,ENSMUSG00000059291
ENSG00000197958,ENSMUSG00000038900
ENSG00000167526,ENSMUSG00000000740
ENSG00000142541,ENSMUSG00000074129
ENSG00000174748,ENSMUSG00000012405
ENSG00000108298,ENSMUSG00000017404
ENSG00000116251,ENSMUSG00000028936
ENSG00000125691,ENSMUSG00000071415
ENSG00000114391,ENSMUSG00000098274
ENSG00000161970,ENSMUSG00000060938
ENSG00000131469,ENSMUSG00000063316
ENSG00000166441,ENSMUSG00000046364
ENSG00000108107,ENSMUSG00000030432
ENSG00000156482,ENSMUSG00000058600
ENSG00000144713,ENSMUSG00000057841
ENSG00000109475,ENSMUSG00000062006
ENSG00000182899,ENSMUSG00000060636
ENSG00000130255,ENSMUSG00000057863
ENSG00000165502,ENSMUSG00000104043
ENSG00000145592,ENSMUSG00000041841
ENSG00000197756,ENSMUSG00000046330
ENSG00000172809,ENSMUSG00000057322
ENSG00000089157,ENSMUSG00000067274
ENSG00000141076,ENSMUSG00000041438
ENSG00000163811,ENSMUSG00000041057
ENSG00000119285,ENSMUSG00000050244
ENSG00000164338,ENSMUSG00000041747
ENSG00000115368,ENSMUSG00000025995
ENSG00000130935,ENSMUSG00000018433
ENSG00000241945,ENSMUSG00000032834
ENSG00000108651,ENSMUSG00000035575
ENSG00000065183,ENSMUSG00000033285
ENSG00000183751,ENSMUSG00000040688
ENSG00000011260,ENSMUSG00000054079
ENSG00000134987,ENSMUSG00000038299
ENSG00000165732,ENSMUSG00000020075
ENSG00000111641,ENSMUSG00000038279
ENSG00000189306,ENSMUSG00000018040
ENSG00000165271,ENSMUSG00000028430
ENSG00000204435,ENSMUSG00000024387
ENSG00000124541,ENSMUSG00000023971
ENSG00000101361,ENSMUSG00000027405
ENSG00000055044,ENSMUSG00000026020
ENSG00000105202,ENSMUSG00000046865
ENSG00000114767,ENSMUSG00000041506
ENSG00000177971,ENSMUSG00000032288
ENSG00000136718,ENSMUSG00000026127
ENSG00000124383,ENSMUSG00000030521
ENSG00000120158,ENSMUSG00000024785
ENSG00000165733,ENSMUSG00000030138
ENSG00000126749,ENSMUSG00000004268
ENSG00000087269,ENSMUSG00000036693
ENSG00000184967,ENSMUSG00000033294
ENSG00000071462,ENSMUSG00000005378
ENSG00000158417,ENSMUSG00000026083
ENSG00000112578,ENSMUSG00000023988
ENSG00000135521,ENSMUSG00000019814
ENSG00000141101,ENSMUSG00000003848
ENSG00000115946,ENSMUSG00000020116
ENSG00000204628,ENSMUSG00000020372
ENSG00000124784,ENSMUSG00000021428
ENSG00000058729,ENSMUSG00000116564
ENSG00000101782,ENSMUSG00000024404
ENSG00000052749,ENSMUSG00000035049
ENSG00000173113,ENSMUSG00000038812
ENSG00000167721,ENSMUSG00000038335
ENSG00000158526,ENSMUSG00000025264
ENSG00000007520,ENSMUSG00000015126
ENSG00000107949,ENSMUSG00000030983
ENSG00000100029,ENSMUSG00000020430
ENSG00000261236,ENSMUSG00000022557
ENSG00000138442,ENSMUSG00000026019
ENSG00000124228,ENSMUSG00000017999
ENSG00000136891,ENSMUSG00000028345
ENSG00000065268,ENSMUSG00000035754
ENSG00000186416,ENSMUSG00000044149
ENSG00000088930,ENSMUSG00000027433
ENSG00000109606,ENSMUSG00000029169
ENSG00000275700,ENSMUSG00000018697
ENSG00000129460,ENSMUSG00000022204
ENSG00000115761,ENSMUSG00000061458
ENSG00000143621,ENSMUSG00000001016
ENSG00000129351,ENSMUSG00000032178
ENSG00000242372,ENSMUSG00000027613
ENSG00000053372,ENSMUSG00000028741
ENSG00000081721,ENSMUSG00000026659
ENSG00000126524,ENSMUSG00000025337
ENSG00000140598,ENSMUSG00000038563
ENSG00000198498,ENSMUSG00000025591
ENSG00000107937,ENSMUSG00000021149
ENSG00000139233,ENSMUSG00000020224
ENSG00000142684,ENSMUSG00000028840
ENSG00000134697,ENSMUSG00000028869
ENSG00000041802,ENSMUSG00000022538
ENSG00000179041,ENSMUSG00000061024
ENSG00000197498,ENSMUSG00000038510
ENSG00000105373,ENSMUSG00000041560
ENSG00000169251,ENSMUSG00000027787
ENSG00000140694,ENSMUSG00000022685
ENSG00000171824,ENSMUSG00000017264
ENSG00000143319,ENSMUSG00000048039
ENSG00000083520,ENSMUSG00000033166
ENSG00000104626,ENSMUSG00000031527
ENSG00000179059,ENSMUSG00000051176
ENSG00000076043,ENSMUSG00000032026
ENSG00000135372,ENSMUSG00000027185
ENSG00000086189,ENSMUSG00000021692
ENSG00000132275,ENSMUSG00000030888
ENSG00000130305,ENSMUSG00000000916
ENSG00000168228,ENSMUSG00000029179
ENSG00000130826,ENSMUSG00000031403
ENSG00000109534,ENSMUSG00000028010
ENSG00000145912,ENSMUSG00000001056
ENSG00000182117,ENSMUSG00000027133
ENSG00000125977,ENSMUSG00000074656
ENSG00000111361,ENSMUSG00000029388
ENSG00000119718,ENSMUSG00000004788
ENSG00000070785,ENSMUSG00000028683
ENSG00000115211,ENSMUSG00000029145
ENSG00000145191,ENSMUSG00000003235
ENSG00000107581,ENSMUSG00000024991
ENSG00000106263,ENSMUSG00000056076
ENSG00000100353,ENSMUSG00000016554
ENSG00000104408,ENSMUSG00000022336
ENSG00000175390,ENSMUSG00000031029
ENSG00000130811,ENSMUSG00000070319
ENSG00000147677,ENSMUSG00000022312
ENSG00000084623,ENSMUSG00000028798
ENSG00000178982,ENSMUSG00000053565
ENSG00000100129,ENSMUSG00000033047
ENSG00000149100,ENSMUSG00000027170
ENSG00000156976,ENSMUSG00000022884
ENSG00000151247,ENSMUSG00000028156
ENSG00000135930,ENSMUSG00000026254
ENSG00000163412,ENSMUSG00000093661
ENSG00000110321,ENSMUSG00000005610
ENSG00000075151,ENSMUSG00000028760
ENSG00000173674,ENSMUSG00000067194
ENSG00000063046,ENSMUSG00000058655
ENSG00000106682,ENSMUSG00000040731
ENSG00000148730,ENSMUSG00000020091
ENSG00000243056,ENSMUSG00000090264
ENSG00000100664,ENSMUSG00000021282
ENSG00000101104,ENSMUSG00000054582
ENSG00000090621,ENSMUSG00000011257
ENSG00000254535,ENSMUSG00000090919
ENSG00000174740,ENSMUSG00000034732
ENSG00000067248,ENSMUSG00000042426
ENSG00000067048,ENSMUSG00000069045
ENSG00000082153,ENSMUSG00000051223
ENSG00000136261,ENSMUSG00000020547
ENSG00000101210,ENSMUSG00000016349
ENSG00000114942,ENSMUSG00000025967
ENSG00000104529,ENSMUSG00000055762
ENSG00000254772,ENSMUSG00000071644
ENSG00000090861,ENSMUSG00000031960
ENSG00000110619,ENSMUSG00000010755
ENSG00000115866,ENSMUSG00000026356
ENSG00000136628,ENSMUSG00000026615
ENSG00000179115,ENSMUSG00000003808
ENSG00000116120,ENSMUSG00000026245
ENSG00000106105,ENSMUSG00000029777
ENSG00000170445,ENSMUSG00000001380
ENSG00000196305,ENSMUSG00000037851
ENSG00000065427,ENSMUSG00000031948
ENSG00000133706,ENSMUSG00000024493
ENSG00000166986,ENSMUSG00000040354
ENSG00000134440,ENSMUSG00000024587
ENSG00000172053,ENSMUSG00000032604
ENSG00000113643,ENSMUSG00000018848
ENSG00000031698,ENSMUSG00000068739
ENSG00000113407,ENSMUSG00000022241
ENSG00000185418,ENSMUSG00000030515
ENSG00000204394,ENSMUSG00000007029
ENSG00000140105,ENSMUSG00000021266
ENSG00000134684,ENSMUSG00000028811
ENSG00000179988,ENSMUSG00000063179
ENSG00000109618,ENSMUSG00000029173
ENSG00000125821,ENSMUSG00000027430
ENSG00000129480,ENSMUSG00000020956
ENSG00000164022,ENSMUSG00000028029
ENSG00000106305,ENSMUSG00000029610
ENSG00000124802,ENSMUSG00000001707
ENSG00000103319,ENSMUSG00000035064
ENSG00000163577,ENSMUSG00000050192
ENSG00000187742,ENSMUSG00000035139
ENSG00000132394,ENSMUSG00000033216
ENSG00000120705,ENSMUSG00000024360
ENSG00000103342,ENSMUSG00000062203
ENSG00000189369,ENSMUSG00000071723
ENSG00000164163,ENSMUSG00000058355
ENSG00000143486,ENSMUSG00000026427
ENSG00000139726,ENSMUSG00000023106
ENSG00000232119,ENSMUSG00000000355
ENSG00000005007,ENSMUSG00000058301
ENSG00000151461,ENSMUSG00000043241
ENSG00000169062,ENSMUSG00000038398
ENSG00000125351,ENSMUSG00000036572
ENSG00000196531,ENSMUSG00000061315
ENSG00000136274,ENSMUSG00000041073
ENSG00000145741,ENSMUSG00000021660
ENSG00000164024,ENSMUSG00000005813
ENSG00000111142,ENSMUSG00000036112
ENSG00000102030,ENSMUSG00000031388
ENSG00000164134,ENSMUSG00000063273
ENSG00000173418,ENSMUSG00000002728
ENSG00000111300,ENSMUSG00000042719
ENSG00000139977,ENSMUSG00000036282
ENSG00000135040,ENSMUSG00000021555
ENSG00000183011,ENSMUSG00000059278
ENSG00000110583,ENSMUSG00000024764
ENSG00000121579,ENSMUSG00000022698
ENSG00000242028,ENSMUSG00000027245
ENSG00000136448,ENSMUSG00000020936
ENSG00000152465,ENSMUSG00000026643
ENSG00000112339,ENSMUSG00000019977
ENSG00000100226,ENSMUSG00000042535
ENSG00000172432,ENSMUSG00000023952
ENSG00000152684,ENSMUSG00000042275
ENSG00000167962,ENSMUSG00000041130
ENSG00000103671,ENSMUSG00000032386
ENSG00000138303,ENSMUSG00000044475
ENSG00000100325,ENSMUSG00000020412
ENSG00000112249,ENSMUSG00000038774
ENSG00000120686,ENSMUSG00000027746
ENSG00000081307,ENSMUSG00000032557
ENSG00000143222,ENSMUSG00000062963
ENSG00000014123,ENSMUSG00000040359
ENSG00000198171,ENSMUSG00000068290
ENSG00000108465,ENSMUSG00000018669
ENSG00000176125,ENSMUSG00000051502
ENSG00000109775,ENSMUSG00000031634
ENSG00000198862,ENSMUSG00000052299
ENSG00000133606,ENSMUSG00000029922
ENSG00000075975,ENSMUSG00000000439
ENSG00000080802,ENSMUSG00000038784
ENSG00000143258,ENSMUSG00000053483
ENSG00000169914,ENSMUSG00000041161
ENSG00000147162,ENSMUSG00000034160
ENSG00000033050,ENSMUSG00000028953
ENSG00000108591,ENSMUSG00000020537
ENSG00000146830,ENSMUSG00000029714
ENSG00000204120,ENSMUSG00000048000
ENSG00000107223,ENSMUSG00000015092
ENSG00000091436,ENSMUSG00000004085
ENSG00000165525,ENSMUSG00000020982
ENSG00000141002,ENSMUSG00000001472
ENSG00000013561,ENSMUSG00000060450
ENSG00000163481,ENSMUSG00000026171
ENSG00000122140,ENSMUSG00000035772
ENSG00000144029,ENSMUSG00000027374
ENSG00000243927,ENSMUSG00000039680
ENSG00000125445,ENSMUSG00000046756
ENSG00000135972,ENSMUSG00000060679
ENSG00000048544,ENSMUSG00000034729
ENSG00000181991,ENSMUSG00000030611
ENSG00000128626,ENSMUSG00000045948
ENSG00000120333,ENSMUSG00000058267
ENSG00000116898,ENSMUSG00000028861
ENSG00000182180,ENSMUSG00000049960
ENSG00000239789,ENSMUSG00000034211
ENSG00000204568,ENSMUSG00000024436
ENSG00000163319,ENSMUSG00000016833
ENSG00000266472,ENSMUSG00000054312
ENSG00000175110,ENSMUSG00000032459
ENSG00000181610,ENSMUSG00000023723
ENSG00000062582,ENSMUSG00000020477
ENSG00000131368,ENSMUSG00000014551
ENSG00000125901,ENSMUSG00000037740
ENSG00000113048,ENSMUSG00000041632
ENSG00000147586,ENSMUSG00000040269
ENSG00000112996,ENSMUSG00000021731
ENSG00000102738,ENSMUSG00000031533
ENSG00000090263,ENSMUSG00000029918
ENSG00000074071,ENSMUSG00000038880
ENSG00000061794,ENSMUSG00000040112
ENSG00000134056,ENSMUSG00000061474
ENSG00000169288,ENSMUSG00000029486
ENSG00000112651,ENSMUSG00000002767
ENSG00000114686,ENSMUSG00000032563
ENSG00000105364,ENSMUSG00000003299
ENSG00000143436,ENSMUSG00000028140
ENSG00000159111,ENSMUSG00000001445
ENSG00000174547,ENSMUSG00000024902
ENSG00000262814,ENSMUSG00000039640
ENSG00000172172,ENSMUSG00000022370
ENSG00000180992,ENSMUSG00000023939
ENSG00000137547,ENSMUSG00000033845
ENSG00000166902,ENSMUSG00000024683
ENSG00000158042,ENSMUSG00000030879
ENSG00000112110,ENSMUSG00000057388
ENSG00000115364,ENSMUSG00000030045
ENSG00000242485,ENSMUSG00000029066
ENSG00000197345,ENSMUSG00000024829
ENSG00000082515,ENSMUSG00000020514
ENSG00000143314,ENSMUSG00000019710
ENSG00000108826,ENSMUSG00000024414
ENSG00000086504,ENSMUSG00000024181
ENSG00000185414,ENSMUSG00000026087
ENSG00000106591,ENSMUSG00000015672
ENSG00000243147,ENSMUSG00000106918
ENSG00000130312,ENSMUSG00000034880
ENSG00000132313,ENSMUSG00000052962
ENSG00000171421,ENSMUSG00000021607
ENSG00000116221,ENSMUSG00000028622
ENSG00000204316,ENSMUSG00000020775
ENSG00000154719,ENSMUSG00000022889
ENSG00000185608,ENSMUSG00000022706
ENSG00000182154,ENSMUSG00000036850
ENSG00000198015,ENSMUSG00000062981
ENSG00000055950,ENSMUSG00000025208
ENSG00000135900,ENSMUSG00000026248
ENSG00000278845,ENSMUSG00000018882
ENSG00000259494,ENSMUSG00000030612
ENSG00000136522,ENSMUSG00000037531
ENSG00000175581,ENSMUSG00000030706
ENSG00000149792,ENSMUSG00000007338
ENSG00000136897,ENSMUSG00000044018
ENSG00000111639,ENSMUSG00000030335
ENSG00000172590,ENSMUSG00000010406
ENSG00000204822,ENSMUSG00000030037
ENSG00000183617,ENSMUSG00000034932
ENSG00000162910,ENSMUSG00000036860
ENSG00000173141,ENSMUSG00000021967
ENSG00000167862,ENSMUSG00000018858
ENSG00000179271,ENSMUSG00000033751
ENSG00000096080,ENSMUSG00000023967
ENSG00000169519,ENSMUSG00000057234
ENSG00000122085,ENSMUSG00000026273
ENSG00000029639,ENSMUSG00000036983
ENSG00000188917,ENSMUSG00000067369
ENSG00000278619,ENSMUSG00000018405
ENSG00000122687,ENSMUSG00000029557
ENSG00000171861,ENSMUSG00000038046
ENSG00000165526,ENSMUSG00000032044
ENSG00000132591,ENSMUSG00000020832
ENSG00000101546,ENSMUSG00000024570
ENSG00000182362,ENSMUSG00000033126
ENSG00000106246,ENSMUSG00000029624
ENSG00000101181,ENSMUSG00000039069
ENSG00000178605,ENSMUSG00000033434
ENSG00000148824,ENSMUSG00000039018
ENSG00000105793,ENSMUSG00000040464
ENSG00000156928,ENSMUSG00000029815
ENSG00000004779,ENSMUSG00000030869
ENSG00000084092,ENSMUSG00000036285
ENSG00000182810,ENSMUSG00000045538
ENSG00000132153,ENSMUSG00000032480
ENSG00000118246,ENSMUSG00000025962
ENSG00000254858,ENSMUSG00000035559
ENSG00000156469,ENSMUSG00000021519
ENSG00000182768,ENSMUSG00000047084
ENSG00000100890,ENSMUSG00000021023
ENSG00000174173,ENSMUSG00000044763
ENSG00000072506,ENSMUSG00000025260
ENSG00000006744,ENSMUSG00000020549
ENSG00000085760,ENSMUSG00000020459
ENSG00000122033,ENSMUSG00000016510
ENSG00000132300,ENSMUSG00000063884
ENSG00000178952,ENSMUSG00000073838
ENSG00000123297,ENSMUSG00000040521
ENSG00000168827,ENSMUSG00000027774
ENSG00000151806,ENSMUSG00000029208
ENSG00000124608,ENSMUSG00000023938
ENSG00000134905,ENSMUSG00000056228
ENSG00000117593,ENSMUSG00000026709
ENSG00000103356,ENSMUSG00000030871
ENSG00000145982,ENSMUSG00000021420
ENSG00000112855,ENSMUSG00000019143
ENSG00000067704,ENSMUSG00000026618
ENSG00000011376,ENSMUSG00000035202
ENSG00000247626,ENSMUSG00000046994
ENSG00000137513,ENSMUSG00000018995
ENSG00000162396,ENSMUSG00000043572
ENSG00000146282,ENSMUSG00000028292
ENSG00000104835,ENSMUSG00000070699
ENSG00000143374,ENSMUSG00000028107
ENSG00000137411,ENSMUSG00000038838
ENSG00000116874,ENSMUSG00000004233
ENSG00000139131,ENSMUSG00000022792
ENSG00000130348,ENSMUSG00000019863
ENSG00000059691,ENSMUSG00000028085
ENSG00000257218,ENSMUSG00000029536
ENSG00000120662,ENSMUSG00000022022
ENSG00000112031,ENSMUSG00000019774
ENSG00000130921,ENSMUSG00000047635
ENSG00000130349,ENSMUSG00000019797
ENSG00000148187,ENSMUSG00000026887
ENSG00000164347,ENSMUSG00000021666
ENSG00000119705,ENSMUSG00000021040
ENSG00000109072,ENSMUSG00000017344
ENSG00000118271,ENSMUSG00000061808
ENSG00000180210,ENSMUSG00000027249
ENSG00000132703,ENSMUSG00000026542
ENSG00000188488,ENSMUSG00000041550
ENSG00000113140,ENSMUSG00000018593
ENSG00000166922,ENSMUSG00000023236
ENSG00000163536,ENSMUSG00000027834
ENSG00000135222,ENSMUSG00000063157
ENSG00000120885,ENSMUSG00000022037
ENSG00000119912,ENSMUSG00000056999
ENSG00000168484,ENSMUSG00000022097
ENSG00000136156,ENSMUSG00000022108
ENSG00000196549,ENSMUSG00000027820
ENSG00000140443,ENSMUSG00000005533
ENSG00000163558,ENSMUSG00000037643
ENSG00000169047,ENSMUSG00000055980
ENSG00000185950,ENSMUSG00000038894
ENSG00000133124,ENSMUSG00000054667
ENSG00000140992,ENSMUSG00000024122
ENSG00000113520,ENSMUSG00000000869
ENSG00000176641,ENSMUSG00000047496
ENSG00000130147,ENSMUSG00000036206
ENSG00000164603,ENSMUSG00000042742
ENSG00000174206,ENSMUSG00000053684
ENSG00000147614,ENSMUSG00000028238
ENSG00000213760,ENSMUSG00000024403
ENSG00000151418,ENSMUSG00000026394
ENSG00000099910,ENSMUSG00000022750
ENSG00000100393,ENSMUSG00000055024
ENSG00000174697,ENSMUSG00000059201
ENSG00000116678,ENSMUSG00000057722
ENSG00000174775,ENSMUSG00000025499
ENSG00000169032,ENSMUSG00000004936
ENSG00000126934,ENSMUSG00000035027
ENSG00000113712,ENSMUSG00000024576
ENSG00000168209,ENSMUSG00000020108
ENSG00000145979,ENSMUSG00000021368
ENSG00000005810,ENSMUSG00000033004
ENSG00000132718,ENSMUSG00000068923
ENSG00000224051,ENSMUSG00000029073
ENSG00000007062,ENSMUSG00000029086
ENSG00000109670,ENSMUSG00000028086
ENSG00000108061,ENSMUSG00000024976
ENSG00000163507,ENSMUSG00000033031
ENSG00000087586,ENSMUSG00000027496
ENSG00000111087,ENSMUSG00000025407
ENSG00000095970,ENSMUSG00000023992
ENSG00000160469,ENSMUSG00000035390
ENSG00000174672,ENSMUSG00000053046
ENSG00000142875,ENSMUSG00000005034
ENSG00000188191,ENSMUSG00000025855
ENSG00000114302,ENSMUSG00000032601
