,Hallmark,Subprocess,Gene Symbol,Spearman,p-value,Experiment,Species
512,Proteostasis,Extracellular proteostasis,IDE,0.25783539083377466,0.001341417511538115,Ageing-Skin,Mouse
513,Proteostasis,Extracellular proteostasis,IDE,0.25783539083377466,0.001341417511538115,Ageing-Skin,Mouse
514,Proteostasis,Extracellular proteostasis,CSN2,-0.2118920129990479,0.06612982600806519,Ageing-Skin,Mouse
515,Proteostasis,Autophagy-Lysosome Pathway,RAF1,0.23307021977239933,0.04274622193470376,Ageing-Skin,Mouse
516,Proteostasis,Autophagy-Lysosome Pathway,HK2,0.24875116326908595,0.030249724812389363,Ageing-Skin,Mouse
517,Proteostasis,Autophagy-Lysosome Pathway,RAB5B,0.2658201657431304,0.02029310495477567,Ageing-Skin,Mouse
518,Proteostasis,Autophagy-Lysosome Pathway,SNAPIN,0.2091296382025238,0.06982580565596953,Ageing-Skin,Mouse
519,Proteostasis,Autophagy-Lysosome Pathway,NAGLU,0.21448946989727205,0.06280011645246314,Ageing-Skin,Mouse
520,Proteostasis,Autophagy-Lysosome Pathway,CCNE1,-0.25904478875464093,0.02384654053591397,Ageing-Skin,Mouse
521,Proteostasis,Autophagy-Lysosome Pathway,STAT6,0.25677716765301667,0.025148210180941842,Ageing-Skin,Mouse
522,Proteostasis,Autophagy-Lysosome Pathway,TSC2,0.3763838733950528,0.0008052312032048663,Ageing-Skin,Mouse
523,Proteostasis,Autophagy-Lysosome Pathway,PRKD1,0.23590131035988177,0.04021754504952612,Ageing-Skin,Mouse
524,Proteostasis,Autophagy-Lysosome Pathway,RELB,0.25460574865873403,0.02645063285485634,Ageing-Skin,Mouse
525,Proteostasis,Autophagy-Lysosome Pathway,RELB,0.25460574865873403,0.02645063285485634,Ageing-Skin,Mouse
526,Proteostasis,Autophagy-Lysosome Pathway,KEAP1,0.2604191045738071,0.02308585799148377,Ageing-Skin,Mouse
527,Proteostasis,Autophagy-Lysosome Pathway,KEAP1,0.2604191045738071,0.02308585799148377,Ageing-Skin,Mouse
528,Proteostasis,Autophagy-Lysosome Pathway,KEAP1,0.2604191045738071,0.02308585799148377,Ageing-Skin,Mouse
529,Proteostasis,Autophagy-Lysosome Pathway,FOSB,0.2836725282340996,0.01301881882599078,Ageing-Skin,Mouse
530,Proteostasis,Autophagy-Lysosome Pathway,MCOLN1,0.30820406560621666,0.006756652084242318,Ageing-Skin,Mouse
531,Proteostasis,Autophagy-Lysosome Pathway,ULK2,0.25617246869258353,0.02550532751656637,Ageing-Skin,Mouse
532,Proteostasis,Autophagy-Lysosome Pathway,SGSH,0.3079704319169584,0.006800747596523961,Ageing-Skin,Mouse
533,Proteostasis,Autophagy-Lysosome Pathway,PEX5,0.24062895677781354,0.03627240724865939,Ageing-Skin,Mouse
534,Proteostasis,Autophagy-Lysosome Pathway,PRKACA,0.2644595930821558,0.020967909106058398,Ageing-Skin,Mouse
535,Proteostasis,Autophagy-Lysosome Pathway,PRKACA,0.2644595930821558,0.020967909106058398,Ageing-Skin,Mouse
536,Proteostasis,Autophagy-Lysosome Pathway,CALCOCO2,-0.2653254120482305,1.5252458986615412e-07,Ageing-Skin,Mouse
537,Proteostasis,Autophagy-Lysosome Pathway,CALCOCO2,-0.2653254120482305,1.5252458986615412e-07,Ageing-Skin,Mouse
538,Proteostasis,Autophagy-Lysosome Pathway,CALCOCO2,-0.2653254120482305,1.5252458986615412e-07,Ageing-Skin,Mouse
539,Proteostasis,Autophagy-Lysosome Pathway,CALCOCO2,-0.2653254120482305,1.5252458986615412e-07,Ageing-Skin,Mouse
540,Proteostasis,Autophagy-Lysosome Pathway,CALCOCO2,-0.2653254120482305,1.5252458986615412e-07,Ageing-Skin,Mouse
541,Proteostasis,Autophagy-Lysosome Pathway,CALCOCO2,-0.2653254120482305,1.5252458986615412e-07,Ageing-Skin,Mouse
542,Proteostasis,Autophagy-Lysosome Pathway,PRKAG3,0.21586378571643824,0.06109407500045476,Ageing-Skin,Mouse
543,Proteostasis,Autophagy-Lysosome Pathway,HAP1,-0.22214440901002788,0.05376972639358475,Ageing-Skin,Mouse
544,Proteostasis,Autophagy-Lysosome Pathway,BCL2L13,0.26347008569235614,0.021470623785790493,Ageing-Skin,Mouse
545,Proteostasis,Autophagy-Lysosome Pathway,VAC14,0.27708955546029346,0.015383220942419278,Ageing-Skin,Mouse
546,Proteostasis,Autophagy-Lysosome Pathway,AKT1S1,0.2206051752925617,0.055494724509652676,Ageing-Skin,Mouse
547,Proteostasis,Autophagy-Lysosome Pathway,IGF2BP1,-0.2117408382589396,0.06632792387163584,Ageing-Skin,Mouse
548,Proteostasis,Autophagy-Lysosome Pathway,FBXW5,0.24192081364782983,0.03525241174627678,Ageing-Skin,Mouse
549,Proteostasis,Autophagy-Lysosome Pathway,FBXW5,0.24192081364782983,0.03525241174627678,Ageing-Skin,Mouse
550,Proteostasis,Autophagy-Lysosome Pathway,FBXW5,0.24192081364782983,0.03525241174627678,Ageing-Skin,Mouse
551,Proteostasis,Autophagy-Lysosome Pathway,SIRT2,0.26434964781662257,0.021023265496833882,Ageing-Skin,Mouse
552,Proteostasis,Autophagy-Lysosome Pathway,NFE2L2,0.22008293528127856,0.056090153671539585,Ageing-Skin,Mouse
553,Proteostasis,Autophagy-Lysosome Pathway,NFE2L2,0.22008293528127856,0.056090153671539585,Ageing-Skin,Mouse
554,Proteostasis,Autophagy-Lysosome Pathway,NFE2L2,0.22008293528127856,0.056090153671539585,Ageing-Skin,Mouse
555,Proteostasis,Autophagy-Lysosome Pathway,CASTOR2,0.23815518830331436,0.03829439980671683,Ageing-Skin,Mouse
556,Proteostasis,Autophagy-Lysosome Pathway,IL17RB,0.2741072901327027,0.01657078113980789,Ageing-Skin,Mouse
557,Proteostasis,Autophagy-Lysosome Pathway,MAPKAPK2,0.2898157199457726,0.011103165125340778,Ageing-Skin,Mouse
558,Proteostasis,Autophagy-Lysosome Pathway,RAB5A,0.2355852177214735,0.040493561227831515,Ageing-Skin,Mouse
559,Proteostasis,Autophagy-Lysosome Pathway,CDK5RAP3,0.20574882128737487,0.07457332312025436,Ageing-Skin,Mouse
560,Proteostasis,Autophagy-Lysosome Pathway,CDK5RAP3,0.20574882128737487,0.07457332312025436,Ageing-Skin,Mouse
561,Proteostasis,Autophagy-Lysosome Pathway,CDK5RAP3,0.20574882128737487,0.07457332312025436,Ageing-Skin,Mouse
562,Proteostasis,Autophagy-Lysosome Pathway,ATP6V1E1,0.21367862356396397,0.00821117694454656,Ageing-Skin,Mouse
563,Proteostasis,Autophagy-Lysosome Pathway,ATP6V1E1,0.21367862356396397,0.00821117694454656,Ageing-Skin,Mouse
564,Proteostasis,Autophagy-Lysosome Pathway,UBXN6,0.22402722168228562,0.05171956469922747,Ageing-Skin,Mouse
565,Proteostasis,Autophagy-Lysosome Pathway,UBXN6,0.22402722168228562,0.05171956469922747,Ageing-Skin,Mouse
566,Proteostasis,Autophagy-Lysosome Pathway,UBXN6,0.22402722168228562,0.05171956469922747,Ageing-Skin,Mouse
567,Proteostasis,Autophagy-Lysosome Pathway,TNFAIP3,0.21347247619108903,0.06408726347544547,Ageing-Skin,Mouse
568,Proteostasis,Autophagy-Lysosome Pathway,TNFAIP3,0.21347247619108903,0.06408726347544547,Ageing-Skin,Mouse
569,Proteostasis,Autophagy-Lysosome Pathway,TNFAIP3,0.21347247619108903,0.06408726347544547,Ageing-Skin,Mouse
570,Proteostasis,Autophagy-Lysosome Pathway,TNFAIP3,0.21347247619108903,0.06408726347544547,Ageing-Skin,Mouse
571,Proteostasis,Autophagy-Lysosome Pathway,VPS13D,0.3554118139945763,0.0016293330648057042,Ageing-Skin,Mouse
572,Proteostasis,Autophagy-Lysosome Pathway,VPS13D,0.3554118139945763,0.0016293330648057042,Ageing-Skin,Mouse
573,Proteostasis,Autophagy-Lysosome Pathway,SAR1B,0.2992435264652529,0.00018035420347449856,Ageing-Skin,Mouse
574,Proteostasis,Autophagy-Lysosome Pathway,SAR1B,0.2992435264652529,0.00018035420347449856,Ageing-Skin,Mouse
575,Proteostasis,Autophagy-Lysosome Pathway,SAR1B,0.2992435264652529,0.00018035420347449856,Ageing-Skin,Mouse
576,Proteostasis,Autophagy-Lysosome Pathway,VDAC1,0.3216861037922373,0.004601921945657644,Ageing-Skin,Mouse
577,Proteostasis,Autophagy-Lysosome Pathway,IGFBP3,0.2034537138693673,0.07794093542870766,Ageing-Skin,Mouse
578,Proteostasis,Autophagy-Lysosome Pathway,SREBF1,0.3428780537237804,0.0024286939666950053,Ageing-Skin,Mouse
579,Proteostasis,Autophagy-Lysosome Pathway,LPIN1,0.2715922921836285,0.01763275545989349,Ageing-Skin,Mouse
580,Proteostasis,Autophagy-Lysosome Pathway,HS1BP3,0.2569008560767416,0.02507568815731944,Ageing-Skin,Mouse
581,Proteostasis,Autophagy-Lysosome Pathway,GFAP,-0.24344630420710434,0.03407893379846985,Ageing-Skin,Mouse
582,Proteostasis,Autophagy-Lysosome Pathway,PACS2,0.23059645129790016,0.045062227558956766,Ageing-Skin,Mouse
583,Proteostasis,Autophagy-Lysosome Pathway,GPR137B,0.23260295239388282,0.04317597345928974,Ageing-Skin,Mouse
584,Proteostasis,Autophagy-Lysosome Pathway,GPLD1,0.31763187212569693,0.005174645240349844,Ageing-Skin,Mouse
585,Proteostasis,Autophagy-Lysosome Pathway,RIPK1,0.2807177492228922,0.01403800850502882,Ageing-Skin,Mouse
586,Proteostasis,Autophagy-Lysosome Pathway,ATG10,0.2918084778835636,0.010536859821175144,Ageing-Skin,Mouse
587,Proteostasis,Autophagy-Lysosome Pathway,ATG10,0.2918084778835636,0.010536859821175144,Ageing-Skin,Mouse
588,Proteostasis,Autophagy-Lysosome Pathway,CLU,-0.23242429133739123,0.043341232537257524,Ageing-Skin,Mouse
589,Proteostasis,Autophagy-Lysosome Pathway,CLU,-0.23242429133739123,0.043341232537257524,Ageing-Skin,Mouse
590,Proteostasis,Autophagy-Lysosome Pathway,LAPTM4B,0.3504230475710029,0.0019136020144200651,Ageing-Skin,Mouse
591,Proteostasis,Autophagy-Lysosome Pathway,RETREG1,0.25346506652882606,0.027157387702018372,Ageing-Skin,Mouse
592,Proteostasis,Autophagy-Lysosome Pathway,PPARA,0.3155841415551392,0.005487218957345242,Ageing-Skin,Mouse
593,Proteostasis,Autophagy-Lysosome Pathway,SAMM50,0.27111128164692033,0.017842386669898975,Ageing-Skin,Mouse
594,Proteostasis,Autophagy-Lysosome Pathway,SAMM50,0.27111128164692033,0.017842386669898975,Ageing-Skin,Mouse
595,Proteostasis,Autophagy-Lysosome Pathway,NAGA,0.2778866586354098,0.015078519291277966,Ageing-Skin,Mouse
596,Proteostasis,Autophagy-Lysosome Pathway,ARSA,0.38659503993145783,0.0005615024207365081,Ageing-Skin,Mouse
597,Proteostasis,Autophagy-Lysosome Pathway,RAB12,0.2229415121851443,0.05289380595092564,Ageing-Skin,Mouse
598,Proteostasis,Autophagy-Lysosome Pathway,TFEB,0.22214440901002788,0.05376972639358475,Ageing-Skin,Mouse
599,Proteostasis,Autophagy-Lysosome Pathway,STK38,0.20767286343420757,0.07184079622378382,Ageing-Skin,Mouse
600,Proteostasis,Autophagy-Lysosome Pathway,LRPPRC,0.2649268604606724,0.020734030308275815,Ageing-Skin,Mouse
601,Proteostasis,Autophagy-Lysosome Pathway,LRPPRC,0.2649268604606724,0.020734030308275815,Ageing-Skin,Mouse
602,Proteostasis,Autophagy-Lysosome Pathway,BNIP1,0.20343997071117562,0.07796146007173829,Ageing-Skin,Mouse
603,Proteostasis,Autophagy-Lysosome Pathway,CSNK2B,0.2070956507901578,0.07265198301004097,Ageing-Skin,Mouse
604,Proteostasis,Autophagy-Lysosome Pathway,CSNK2B,0.2070956507901578,0.07265198301004097,Ageing-Skin,Mouse
605,Proteostasis,Autophagy-Lysosome Pathway,DELE1,0.35064293810206953,0.0019001886281380974,Ageing-Skin,Mouse
606,Proteostasis,Autophagy-Lysosome Pathway,DELE1,0.35064293810206953,0.0019001886281380974,Ageing-Skin,Mouse
607,Proteostasis,Autophagy-Lysosome Pathway,DDB1,0.24862747484536096,0.030334697712862853,Ageing-Skin,Mouse
608,Proteostasis,Autophagy-Lysosome Pathway,DDB1,0.24862747484536096,0.030334697712862853,Ageing-Skin,Mouse
609,Proteostasis,Autophagy-Lysosome Pathway,ATL3,0.28420851140357445,0.00038743823546278614,Ageing-Skin,Mouse
610,Proteostasis,Autophagy-Lysosome Pathway,ATL3,0.28420851140357445,0.00038743823546278614,Ageing-Skin,Mouse
611,Proteostasis,Autophagy-Lysosome Pathway,LIPA,0.2047868002139585,0.07597044076642946,Ageing-Skin,Mouse
612,Proteostasis,Autophagy-Lysosome Pathway,PIP5K1B,-0.28301285664089976,0.013240623151037223,Ageing-Skin,Mouse
613,Proteostasis,Autophagy-Lysosome Pathway,MARK2,0.2097893097957236,0.06892842980204587,Ageing-Skin,Mouse
614,Proteostasis,Autophagy-Lysosome Pathway,MARK2,0.2097893097957236,0.06892842980204587,Ageing-Skin,Mouse
615,Proteostasis,Autophagy-Lysosome Pathway,ARIH1,0.22310643008344425,0.052714047272408554,Ageing-Skin,Mouse
616,Proteostasis,Autophagy-Lysosome Pathway,ARIH1,0.22310643008344425,0.052714047272408554,Ageing-Skin,Mouse
617,Proteostasis,Autophagy-Lysosome Pathway,ARIH1,0.22310643008344425,0.052714047272408554,Ageing-Skin,Mouse
618,Proteostasis,Autophagy-Lysosome Pathway,ARIH1,0.22310643008344425,0.052714047272408554,Ageing-Skin,Mouse
619,Proteostasis,Autophagy-Lysosome Pathway,FYCO1,0.21448946989727205,0.06280011645246314,Ageing-Skin,Mouse
620,Proteostasis,Autophagy-Lysosome Pathway,ABHD6,0.219780585801062,0.05643725088654959,Ageing-Skin,Mouse
621,Proteostasis,Autophagy-Lysosome Pathway,GAA,0.2707951890085121,0.01798130586667442,Ageing-Skin,Mouse
622,Proteostasis,Autophagy-Lysosome Pathway,RPTOR,0.31599643630088914,0.0054229751898859655,Ageing-Skin,Mouse
623,Proteostasis,Autophagy-Lysosome Pathway,HTR2B,0.22055020265979508,0.05555715729085318,Ageing-Skin,Mouse
624,Proteostasis,Autophagy-Lysosome Pathway,ATP6V1G3,0.24829763904876107,0.0020396362593047253,Ageing-Skin,Mouse
625,Proteostasis,Autophagy-Lysosome Pathway,ATP6V1G3,0.24829763904876107,0.0020396362593047253,Ageing-Skin,Mouse
626,Proteostasis,Autophagy-Lysosome Pathway,LRSAM1,0.28989817889492253,0.011079216939587156,Ageing-Skin,Mouse
627,Proteostasis,Autophagy-Lysosome Pathway,LRSAM1,0.28989817889492253,0.011079216939587156,Ageing-Skin,Mouse
628,Proteostasis,Autophagy-Lysosome Pathway,INPP5E,0.21084753297648157,0.06750829731490515,Ageing-Skin,Mouse
629,Proteostasis,Autophagy-Lysosome Pathway,TRAF2,0.20698570552462447,0.07280732421670366,Ageing-Skin,Mouse
630,Proteostasis,Autophagy-Lysosome Pathway,TRAF2,0.20698570552462447,0.07280732421670366,Ageing-Skin,Mouse
631,Proteostasis,Autophagy-Lysosome Pathway,TRAF6,0.20341248439479231,0.07800252229006535,Ageing-Skin,Mouse
632,Proteostasis,Autophagy-Lysosome Pathway,TRAF6,0.20341248439479231,0.07800252229006535,Ageing-Skin,Mouse
633,Proteostasis,Autophagy-Lysosome Pathway,MAP1LC3A,0.2068345307845162,0.010567468220719746,Ageing-Skin,Mouse
634,Proteostasis,Autophagy-Lysosome Pathway,MAP1LC3A,0.2068345307845162,0.010567468220719746,Ageing-Skin,Mouse
635,Proteostasis,Autophagy-Lysosome Pathway,MAP1LC3A,0.2068345307845162,0.010567468220719746,Ageing-Skin,Mouse
636,Proteostasis,Autophagy-Lysosome Pathway,TTI1,0.25856377821793275,0.001298330362680176,Ageing-Skin,Mouse
637,Proteostasis,Autophagy-Lysosome Pathway,TTI1,0.25856377821793275,0.001298330362680176,Ageing-Skin,Mouse
638,Proteostasis,Autophagy-Lysosome Pathway,MFN1,0.29358134529028806,0.010054366296178315,Ageing-Skin,Mouse
639,Proteostasis,Autophagy-Lysosome Pathway,DRAM2,0.2015983875134929,0.08075098731537053,Ageing-Skin,Mouse
640,Proteostasis,Autophagy-Lysosome Pathway,RRAGD,0.20012786958698506,0.08303497229504563,Ageing-Skin,Mouse
641,Proteostasis,Autophagy-Lysosome Pathway,DCAF12,-0.2178840299706126,0.058654646101108696,Ageing-Skin,Mouse
642,Proteostasis,Autophagy-Lysosome Pathway,DCAF12,-0.2178840299706126,0.058654646101108696,Ageing-Skin,Mouse
643,Proteostasis,Autophagy-Lysosome Pathway,PRKAA2,0.2992435264652529,0.00864005902096954,Ageing-Skin,Mouse
644,Proteostasis,Autophagy-Lysosome Pathway,PRKAA2,0.2992435264652529,0.00864005902096954,Ageing-Skin,Mouse
645,Proteostasis,Autophagy-Lysosome Pathway,RRAGC,0.3074756782220585,0.006894963319675771,Ageing-Skin,Mouse
646,Proteostasis,Autophagy-Lysosome Pathway,FUCA1,0.2705890416356372,0.018072404447718928,Ageing-Skin,Mouse
647,Proteostasis,Autophagy-Lysosome Pathway,PINK1,0.25934713823485744,0.02367738805890234,Ageing-Skin,Mouse
648,Proteostasis,Autophagy-Lysosome Pathway,STX12,0.2799618755223508,0.0004772144507366132,Ageing-Skin,Mouse
649,Proteostasis,Autophagy-Lysosome Pathway,STX12,0.2799618755223508,0.0004772144507366132,Ageing-Skin,Mouse
650,Proteostasis,Autophagy-Lysosome Pathway,PLEKHM2,0.24965821170973562,0.029632690851811274,Ageing-Skin,Mouse
651,Proteostasis,Autophagy-Lysosome Pathway,PRKAG2,0.3513713254862276,0.0018563587249661496,Ageing-Skin,Mouse
652,Proteostasis,Autophagy-Lysosome Pathway,PARK7,0.2979654127534283,0.008943104541659308,Ageing-Skin,Mouse
653,Proteostasis,Autophagy-Lysosome Pathway,PARK7,0.2979654127534283,0.008943104541659308,Ageing-Skin,Mouse
654,Proteostasis,Autophagy-Lysosome Pathway,MTOR,0.2545507760259674,0.0015524073989728413,Ageing-Skin,Mouse
655,Proteostasis,Autophagy-Lysosome Pathway,MTOR,0.2545507760259674,0.0015524073989728413,Ageing-Skin,Mouse
656,Proteostasis,Autophagy-Lysosome Pathway,MFN2,0.3813176671858595,0.0006774865320025096,Ageing-Skin,Mouse
657,Proteostasis,Autophagy-Lysosome Pathway,MAN2B2,0.2688024310707211,0.01887864511233192,Ageing-Skin,Mouse
658,Proteostasis,Autophagy-Lysosome Pathway,PPARGC1A,0.23192953764249138,0.04380160698292519,Ageing-Skin,Mouse
659,Proteostasis,Autophagy-Lysosome Pathway,NIPSNAP2,0.23433459032603227,0.041601095885445916,Ageing-Skin,Mouse
660,Proteostasis,Autophagy-Lysosome Pathway,TMEM106B,0.23924089780045568,0.03739570141202677,Ageing-Skin,Mouse
661,Proteostasis,Autophagy-Lysosome Pathway,USP30,0.2634151130595895,0.021498851219122393,Ageing-Skin,Mouse
662,Proteostasis,Autophagy-Lysosome Pathway,USP30,0.2634151130595895,0.021498851219122393,Ageing-Skin,Mouse
663,Proteostasis,Autophagy-Lysosome Pathway,USP30,0.2634151130595895,0.021498851219122393,Ageing-Skin,Mouse
664,Proteostasis,Autophagy-Lysosome Pathway,PLBD2,0.2721557616694867,0.017389880026411852,Ageing-Skin,Mouse
665,Proteostasis,Autophagy-Lysosome Pathway,PCYOX1,0.3069396950525837,0.006998324636025654,Ageing-Skin,Mouse
666,Proteostasis,Autophagy-Lysosome Pathway,MTMR14,0.2022992885812677,0.07968008815298837,Ageing-Skin,Mouse
667,Proteostasis,Autophagy-Lysosome Pathway,NFKBIB,0.23837507883438094,0.03811094683592168,Ageing-Skin,Mouse
668,Proteostasis,Autophagy-Lysosome Pathway,BAG3,0.268074043686563,0.019216076987772782,Ageing-Skin,Mouse
669,Proteostasis,Autophagy-Lysosome Pathway,BAG3,0.268074043686563,0.019216076987772782,Ageing-Skin,Mouse
670,Proteostasis,Autophagy-Lysosome Pathway,TPP1,0.21120485508946477,0.06703413239233638,Ageing-Skin,Mouse
671,Proteostasis,Autophagy-Lysosome Pathway,GLA,-0.21829632471636248,0.058166671637088385,Ageing-Skin,Mouse
672,Proteostasis,Autophagy-Lysosome Pathway,AGA,0.27777671336987647,0.015120235067931026,Ageing-Skin,Mouse
673,Proteostasis,Autophagy-Lysosome Pathway,VPS37A,0.2554578244666171,0.001491307789350226,Ageing-Skin,Mouse
674,Proteostasis,Autophagy-Lysosome Pathway,VPS37A,0.2554578244666171,0.001491307789350226,Ageing-Skin,Mouse
675,Proteostasis,Autophagy-Lysosome Pathway,VPS37A,0.2554578244666171,0.001491307789350226,Ageing-Skin,Mouse
676,Proteostasis,Autophagy-Lysosome Pathway,SLC25A4,0.2640610414945976,0.021169169808170775,Ageing-Skin,Mouse
677,Proteostasis,Autophagy-Lysosome Pathway,PIK3R2,0.2681290163193296,0.019190431528554278,Ageing-Skin,Mouse
678,Proteostasis,Autophagy-Lysosome Pathway,VPS4A,0.2491909443312191,0.02994921959007224,Ageing-Skin,Mouse
679,Proteostasis,Autophagy-Lysosome Pathway,VPS11,0.2272980933319012,0.04831050640979275,Ageing-Skin,Mouse
680,Proteostasis,Autophagy-Lysosome Pathway,VPS11,0.2272980933319012,0.04831050640979275,Ageing-Skin,Mouse
681,Proteostasis,Autophagy-Lysosome Pathway,NEDD4,0.23048650603236684,0.04516752026548744,Ageing-Skin,Mouse
682,Proteostasis,Autophagy-Lysosome Pathway,NEDD4,0.23048650603236684,0.04516752026548744,Ageing-Skin,Mouse
683,Proteostasis,Autophagy-Lysosome Pathway,PRKAR2A,0.2097893097957236,0.06892842980204587,Ageing-Skin,Mouse
684,Proteostasis,Autophagy-Lysosome Pathway,FLCN,0.2535200391615927,0.027122964774277142,Ageing-Skin,Mouse
685,Proteostasis,Autophagy-Lysosome Pathway,TRIB3,0.36691483740099756,0.0011134108960328393,Ageing-Skin,Mouse
686,Proteostasis,Autophagy-Lysosome Pathway,TRIB3,0.36691483740099756,0.0011134108960328393,Ageing-Skin,Mouse
687,Proteostasis,Autophagy-Lysosome Pathway,CCDC88A,-0.24274540313932952,0.03461397332329882,Ageing-Skin,Mouse
688,Proteostasis,Autophagy-Lysosome Pathway,TPCN1,0.20293147385808416,0.0787239071542136,Ageing-Skin,Mouse
689,Proteostasis,Autophagy-Lysosome Pathway,ATG9A,0.23576387877796515,0.04033735943268306,Ageing-Skin,Mouse
690,Proteostasis,Autophagy-Lysosome Pathway,DNM2,0.20286275806712584,0.07882739478047672,Ageing-Skin,Mouse
691,Proteostasis,Autophagy-Lysosome Pathway,TRAPPC8,0.21563015202718,0.06138141947558156,Ageing-Skin,Mouse
692,Proteostasis,Autophagy-Lysosome Pathway,SPG11,0.20702693499919947,0.07274904009108031,Ageing-Skin,Mouse
693,Proteostasis,Autophagy-Lysosome Pathway,IDUA,0.26488563098609735,0.0207545766769834,Ageing-Skin,Mouse
694,Proteostasis,Autophagy-Lysosome Pathway,PARL,0.2008012843383765,0.0819827519335444,Ageing-Skin,Mouse
695,Proteostasis,Autophagy-Lysosome Pathway,EXOC3,0.23662969774403986,0.0033345567653536496,Ageing-Skin,Mouse
696,Proteostasis,Autophagy-Lysosome Pathway,EXOC3,0.23662969774403986,0.0033345567653536496,Ageing-Skin,Mouse
697,Proteostasis,Autophagy-Lysosome Pathway,PLEKHM1,0.2942547600416795,0.009876209376545302,Ageing-Skin,Mouse
698,Proteostasis,Autophagy-Lysosome Pathway,MTMR9,0.33312041140770016,0.00327762765883944,Ageing-Skin,Mouse
699,Proteostasis,Autophagy-Lysosome Pathway,CCL2,0.20147469908976792,0.08094115244108187,Ageing-Skin,Mouse
700,Proteostasis,Autophagy-Lysosome Pathway,FNIP1,0.3383840409951068,0.0027915433112380055,Ageing-Skin,Mouse
701,Proteostasis,Autophagy-Lysosome Pathway,FNIP1,0.3383840409951068,0.0027915433112380055,Ageing-Skin,Mouse
702,Proteostasis,Autophagy-Lysosome Pathway,EXOC1,0.24439458212232903,0.00241033223264968,Ageing-Skin,Mouse
703,Proteostasis,Autophagy-Lysosome Pathway,EXOC1,0.24439458212232903,0.00241033223264968,Ageing-Skin,Mouse
704,Proteostasis,Autophagy-Lysosome Pathway,CLCN7,0.28008556394607576,0.014264809890788604,Ageing-Skin,Mouse
705,Proteostasis,Autophagy-Lysosome Pathway,TRIM17,-0.2287548681002174,0.046852852882689124,Ageing-Skin,Mouse
706,Proteostasis,Autophagy-Lysosome Pathway,TRIM17,-0.2287548681002174,0.046852852882689124,Ageing-Skin,Mouse
707,Proteostasis,Autophagy-Lysosome Pathway,SIK2,0.2570245445004666,0.025003343559750785,Ageing-Skin,Mouse
708,Proteostasis,Autophagy-Lysosome Pathway,SIK2,0.2570245445004666,0.025003343559750785,Ageing-Skin,Mouse
709,Proteostasis,Autophagy-Lysosome Pathway,TIGAR,0.32435227648141973,0.0042566342770179455,Ageing-Skin,Mouse
710,Proteostasis,Autophagy-Lysosome Pathway,OPA1,0.3368173209612573,0.0029290038205596453,Ageing-Skin,Mouse
711,Proteostasis,Autophagy-Lysosome Pathway,CCDC50,0.21677083415708798,0.05998882868931454,Ageing-Skin,Mouse
712,Proteostasis,Autophagy-Lysosome Pathway,CCDC50,0.21677083415708798,0.05998882868931454,Ageing-Skin,Mouse
713,Proteostasis,Autophagy-Lysosome Pathway,RILP,0.34283682424920536,1.534634865681291e-05,Ageing-Skin,Mouse
714,Proteostasis,Autophagy-Lysosome Pathway,RILP,0.34283682424920536,1.534634865681291e-05,Ageing-Skin,Mouse
715,Proteostasis,Autophagy-Lysosome Pathway,SBF2,0.23210819869898297,0.04363489626740497,Ageing-Skin,Mouse
716,Proteostasis,Autophagy-Lysosome Pathway,TP53INP2,0.22508544486304358,0.05059569750101779,Ageing-Skin,Mouse
717,Proteostasis,Autophagy-Lysosome Pathway,TBC1D17,0.25151353806561005,0.02840355214151449,Ageing-Skin,Mouse
718,Proteostasis,Autophagy-Lysosome Pathway,SMURF1,0.34179234422663907,0.0025122499570446027,Ageing-Skin,Mouse
719,Proteostasis,Autophagy-Lysosome Pathway,SMURF1,0.34179234422663907,0.0025122499570446027,Ageing-Skin,Mouse
720,Proteostasis,Autophagy-Lysosome Pathway,PI4KB,0.26444584992396414,0.02097482184387855,Ageing-Skin,Mouse
721,Proteostasis,Autophagy-Lysosome Pathway,IRS2,0.3929993516487724,0.0004451941097680623,Ageing-Skin,Mouse
722,Proteostasis,Autophagy-Lysosome Pathway,TLR4,0.2464423126928867,0.03186932350779647,Ageing-Skin,Mouse
723,Proteostasis,Autophagy-Lysosome Pathway,DAGLB,0.2890598462452312,0.011324797127345182,Ageing-Skin,Mouse
724,Proteostasis,Autophagy-Lysosome Pathway,WDR45,0.24182461154048815,0.03532753338520535,Ageing-Skin,Mouse
725,Proteostasis,Autophagy-Lysosome Pathway,STUB1,0.2156026657107967,0.0076387231536353,Ageing-Skin,Mouse
726,Proteostasis,Autophagy-Lysosome Pathway,STUB1,0.2156026657107967,0.0076387231536353,Ageing-Skin,Mouse
727,Proteostasis,Autophagy-Lysosome Pathway,STUB1,0.2156026657107967,0.0076387231536353,Ageing-Skin,Mouse
728,Proteostasis,Autophagy-Lysosome Pathway,STUB1,0.2156026657107967,0.0076387231536353,Ageing-Skin,Mouse
729,Proteostasis,Autophagy-Lysosome Pathway,TEX264,0.22619864067656825,0.049435157902853424,Ageing-Skin,Mouse
730,Proteostasis,Autophagy-Lysosome Pathway,VPS41,0.21403594567694717,0.06337150395573267,Ageing-Skin,Mouse
731,Proteostasis,Autophagy-Lysosome Pathway,VPS41,0.21403594567694717,0.06337150395573267,Ageing-Skin,Mouse
